freq,indic_il,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MEI_E,PPS,ED3_4,F,Y_GE18,LT	: 	: 	4240 	4936 	6180 	7433 	7770 	6513 	6309 	7015 	7716 	8143 	8754 	9859 	9991 	10634 	11616 	12024 	12896 	13045 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,LU	28943 	29854 	31052 	29392 	30259 	29537 	31108 	30016 	30135 	31107 	33767 	31832 	33074 	32325 b	33080 	33097 	33224 	31189 b	34156 b	34134 b	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,LV	: 	: 	4451 	5130 	6258 	7862 	7710 	6450 	6402 	6433 	6798 	7702 	8128 	9049 	9042 	9386 	10173 	10800 	10608 	11667 	11686 
A,MEI_E,PPS,ED3_4,F,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6526 	6299 	6640 	7137 	7660 	7782 	7743 	7888 	7186 	8091 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	5071 	5042 	5097 	5558 	6001 	6289 	6457 	6550 	7116 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,MT	: 	: 	16862 	16673 	16773 	18078 	18468 	17203 	17286 	17492 	19159 	19560 	21231 	21648 	21930 	21852 	22237 	23265 	23082 	24280 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,NL	: 	: 	17936 	18278 	19684 	21611 	21150 	20443 	20086 	20216 	20502 	19865 	20627 	22270 b	21965 	22370 	22657 	23442 	24597 	25086 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,NO	19836 	19622 	20266 	23378 	21640 	23817 	24987 	24484 	25518 	26395 	27741 	28130 	29338 	28636 	27326 	26781 	27557 	28005 	26996 b	28450 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,PL	: 	: 	5547 	5790 	6321 	7509 	8075 	8211 	8991 	9267 	9793 	10071 	10401 	11106 	11418 	11614 	12370 	13042 	13458 	14500 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,PT	: 	13158 	13472 	13829 	13646 	13529 	13255 	13063 	12862 	12793 	12575 	12759 	12812 	13221 	13095 	12827 	13509 	14027 	13645 	14087 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,RO	: 	: 	: 	: 	3727 	3997 	4465 	4473 	4439 	4630 	4807 	4823 	5678 	5586 	6160 	7435 	8463 	8916 	9900 	11210 	12039 
A,MEI_E,PPS,ED3_4,F,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5635 	5276 	5573 	5818 	5880 	5762 	6795 	7334 	7554 	8127 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,SE	: 	14744 	15551 	16132 	17228 	18600 b	19490 	18400 	18806 	19728 	20753 	21122 	21635 	22546 	23219 	22481 	22482 	21579 	23073 	22082 	24135 
A,MEI_E,PPS,ED3_4,F,Y_GE18,SI	: 	: 	12997 	13426 	13681 	14341 	14959 	13898 	14327 	14416 	14176 	14205 	14992 	15113 	15107 	15575 	16485 	16722 	17668 	18469 	19948 
A,MEI_E,PPS,ED3_4,F,Y_GE18,SK	: 	: 	4353 	5274 	6116 	7211 	8503 	9202 	9740 	10495 	10133 	10557 	10765 	11099 	10082 	10428 	11061 	10494 	9777 	10214 	11010 
A,MEI_E,PPS,ED3_4,F,Y_GE18,TR	: 	: 	: 	7486 	8130 	8800 	8909 	8493 	9086 	9420 	9473 	9504 	9825 	10906 	11176 	10605 	10544 	10450 	9646 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,UK	: 	: 	20460 	20405 	21226 	20794 	18968 	17559 	17682 	17909 b	18150 	19550 	19871 	18934 	19225 b	19387 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5258 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5269 	5576 	5507 	5928 	5308 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,AT	18863 	18105 	19924 	19866 	20426 	20320 b	20100 	22172 	22438 	23242 	22505 	24080 	24565 	25320 	25129 	24965 	25082 	24456 	24971 	25979 	29055 
A,MEI_E,PPS,ED3_4,F,Y_GE65,BE	13739 	13526 	14031 	14073 	14006 	15111 	16108 	16751 	16100 	16662 	18521 	17628 	18192 	18885 	18363 	18610 	19429 b	19023 	19448 	19902 	20905 
A,MEI_E,PPS,ED3_4,F,Y_GE65,BG	: 	: 	: 	3215 	3009 	4323 	4945 	5613 	5618 	5439 	5730 	6991 	6222 	6404 b	6868 	6779 	7384 	7410 	8263 	8154 	10094 
A,MEI_E,PPS,ED3_4,F,Y_GE65,CH	: 	: 	: 	: 	22171 	22296 	23570 	21439 	21836 	22035 	23723 	24386 b	26176 	25886 	25922 	25852 	24076 	23634 	23853 	24121 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,CY	: 	: 	16335 	19029 	20719 	19236 b	22773 	21687 	22247 	23390 	21901 	20520 	21432 	20930 	21537 	22124 	22657 	21899 	21670 	21625 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,CZ	: 	: 	7063 	7312 	7858 	8433 	8702 	8584 	8957 	9409 	9942 	10029 	10277 	10777 	10670 	10818 	11228 	11478 	11963 	12389 	13511 
A,MEI_E,PPS,ED3_4,F,Y_GE65,DE	: 	: 	16489 	16292 	16701 	18076 	17623 	17838 	18836 	19146 	19200 	18659 	19460 	19860 	19570 	20925 	19682 	22776 b	22476 	21868 	22346 
A,MEI_E,PPS,ED3_4,F,Y_GE65,DK	16096 	14383 	14089 	14207 	14362 	15063 	15452 	15384 	16999 b	17289 	17455 	21447 	19601 	18694 	19147 	20741 	20375 	19121 	19781 	19286 	19632 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21071 	20903 	21628 b	21325 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21266 	21076 	21809 b	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21071 	20903 	21628 b	21325 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20138 	20530 	21459 	20652 	20976 	20769 	21482 	21169 	21193 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EE	: 	3667 	4157 	4822 	5036 	5761 	6372 	6389 	6540 	6583 	6748 	7293 b	7888 	8875 	9221 	9711 	10438 	10672 	10746 	11356 	10802 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EL	15637 	15158 	15315 	15140 	16838 	17396 	17086 	16430 	13803 	13065 	11954 	12069 	12536 	12639 	12806 	12225 	12506 	13447 	12966 	13847 	14272 
A,MEI_E,PPS,ED3_4,F,Y_GE65,ES	: 	15629 	15544 	13528 	15140 	21056 b	21279 	20306 	19019 	20917 	20784 	19805 	21156 	22197 	22182 	22928 	23960 	22853 	22035 	21331 	24675 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18225 	18123 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18288 	18190 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18148 e	18041 e	18580 b	18516 	18800 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18225 	18123 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,FI	: 	11111 	12279 	12506 	13254 	14763 	15666 	14998 	15786 	16606 	16839 	16882 	17239 	18337 	18418 	17899 	18009 	17992 	17800 	18357 	18726 
A,MEI_E,PPS,ED3_4,F,Y_GE65,FR	: 	19026 	19514 	19217 	19352 	24558 	25171 	25662 	26222 b	26953 	26312 	26623 	26323 	29192 	26393 	24547 	25250 	22032 b	21102 	21849 b	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	7454 	7892 	8284 	8622 	9035 	9831 	9900 	9822 	10349 	10073 	10043 	10092 	10517 	11229 b
A,MEI_E,PPS,ED3_4,F,Y_GE65,HU	: 	: 	6708 	7140 	7208 	7395 	7695 	7659 	8164 	8445 	8531 	8739 	9095 	9149 	9279 	9593 	9377 	9678 	9513 	10120 	9814 
A,MEI_E,PPS,ED3_4,F,Y_GE65,IE	12051 	14116 	14721 	15515 	17796 	20973 	19615 	22063 	19748 	19563 	20846 	19254 	19792 	19754 	19511 	21233 	22075 	21385 b	21421 	21087 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,IS	: 	14691 	15576 	17125 	18455 	23424 	24037 	20260 	19395 	19346 	19369 	20951 	30594 	31509 	24340 	26847 	27160 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,IT	: 	20147 	18917 	20641 	21541 	21200 	23012 	21787 	24011 	24026 	23376 	22944 	23091 	24392 	24113 	24334 	24681 	25079 	25199 	24920 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,LT	: 	: 	3910 	4348 	5077 	6414 	7046 	7127 	6677 	6787 	7086 	7241 	7362 	8219 	8715 	8619 	9120 	9863 	10198 	10370 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,LU	27345 	28310 	32608 	27806 	32190 	29766 	31220 	31798 	32663 	35307 	35107 	37411 	35952 	36323 b	39093 	37649 	39507 	39520 b	41275 b	40086 b	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,LV	: 	: 	3812 	4366 	5399 	6068 	6328 	5976 	6159 	5958 	6103 	6543 	6841 	7609 	7290 	7596 	8141 	8822 	8606 	9662 	9823 
A,MEI_E,PPS,ED3_4,F,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8370 	7560 	8231 	8095 	8498 	9601 	9451 	9165 	8159 	9208 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	5642 	6174 	6386 	6779 	7405 	7307 	7426 	7499 	7917 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,MT	: 	: 	16177 u	13995 u	13356 u	12047 u	14148 u	14226 u	14653 u	15801 u	18078 u	19255 	20444 	20589 	19368 	18508 	18592 	20328 	21235 	20664 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,NL	: 	: 	19670 	18764 	19153 	22038 	21167 	21175 	20378 	20807 	21355 	19192 	21845 	21584 b	20407 	20688 	20452 	20867 	21317 	22179 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,NO	15297 	16310 	16532 	15902 	18460 	20272 	22514 	21443 	22443 	23956 	25795 	26269 	28084 	27195 	25721 	24843 	25979 	25559 	24226 b	25446 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,PL	: 	: 	6156 	6593 	6858 	7516 	7842 	8122 	8914 	9355 	10248 	10412 	10801 	11481 	11663 	11413 	11821 	12264 	12768 	13748 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,PT	: 	: u	: u	19044 u	20232 u	19749 u	22972 u	21343 u	22007 u	19612 u	20525 u	21168 u	17603 	19693 	20968 	19718 	22493 	20455 	17514 	20293 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,RO	: 	: 	: 	: 	3798 	4307 	4988 	5192 	5495 	5666 	5932 	5908 	5777 	6521 	6770 	7527 	8306 	8744 	9612 	11942 	12070 
A,MEI_E,PPS,ED3_4,F,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6628 	6477 	6511 	7331 	7002 	6548 	7558 	7466 	8410 	8013 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,SE	: 	12481 	12695 	14865 	15805 	15387 b	16686 	15623 	15815 	16667 	17915 	19662 	18237 	18380 	19733 	19259 	19533 	18383 	19935 	19125 	20684 
A,MEI_E,PPS,ED3_4,F,Y_GE65,SI	: 	: 	12512 	12671 	12854 	13399 	14060 	12828 	13412 	13684 	13607 	14153 	14849 	14571 	14501 	14605 	14982 	15239 	15500 	16274 	17942 
A,MEI_E,PPS,ED3_4,F,Y_GE65,SK	: 	: 	3741 	4921 	5101 	5992 	7047 	7743 	8397 	8819 	9071 	9340 	10003 	10218 	9138 	9550 	9831 	9518 	9185 	9830 	10892 
A,MEI_E,PPS,ED3_4,F,Y_GE65,TR	: 	: 	: 	11546 u	14723 u	18092 u	15503 u	13403 u	16262 u	19711 u	19800 	19629 	14650 	17061 	18380 	18320 	19272 	20429 	17533 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,UK	: 	: 	17616 	19484 	18588 	19727 	16347 	15648 	15601 	18855 b	18117 	18360 	19529 	18447 	18840 b	19714 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6525 u	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4643 	4993 	5361 	5448 	5205 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,AT	17957 	19023 	19819 	19983 	20870 	22436 b	22494 	23040 	23935 	23694 	24326 	24579 	25000 	25708 	25804 	25662 	26491 	25546 	26326 	27431 	31685 
A,MEI_E,PPS,ED3_4,M,Y18-64,BE	18116 	16933 	17567 	17930 	18315 	18929 	19726 	19579 	20185 	20378 	21733 	21486 	21866 	23271 	22629 	23271 	24012 b	24137 	24800 	25819 	26989 
A,MEI_E,PPS,ED3_4,M,Y18-64,BG	: 	: 	: 	4047 	4358 	6720 	7503 	7428 	7352 	7008 	7467 	8411 	9092 	8794 b	9912 	9320 	11207 	11578 	12022 	12710 	14068 
A,MEI_E,PPS,ED3_4,M,Y18-64,CH	: 	: 	: 	: 	24880 	24732 	26236 	25318 	26064 	26581 	28213 	28938 b	29526 	30451 	30042 	30535 	31246 	29945 	30305 	29143 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,CY	: 	: 	17052 	18829 	21718 	21188 b	21813 	20430 	21894 	22144 	20295 	19846 	17215 	17996 	18461 	18693 	20407 	19837 	19999 	20812 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,CZ	: 	: 	9222 	9730 	10608 	11564 	12017 	11261 	11592 	11755 	12406 	12732 	13437 	14577 	14826 	15563 	16326 	16644 	16138 	17859 	18943 
A,MEI_E,PPS,ED3_4,M,Y18-64,DE	: 	: 	18097 	18187 	18972 	19893 	19494 	19039 	19976 	21247 	21370 	20924 	21774 	22685 	22701 	23180 	24458 	27141 b	26761 	26047 	27176 
A,MEI_E,PPS,ED3_4,M,Y18-64,DK	17300 	16876 	17338 	18156 	19089 	20111 	19090 	19226 	20539 b	21291 	23016 	21921 	22944 	23625 	23022 	24744 	24604 	25633 	26889 	26466 	25932 
A,MEI_E,PPS,ED3_4,M,Y18-64,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20714 	21353 	22197 b	22167 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20803 	21436 	22285 b	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20714 	21353 	22197 b	22167 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19048 	19370 	20354 	20361 	20531 	21182 	22019 	21947 	22342 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EE	: 	5330 	5898 	7095 	8211 	8850 	9552 	8516 	8554 	9540 	10442 	11118 b	12370 	13752 	13658 	14657 	15387 	15893 	16709 	19483 	17553 
A,MEI_E,PPS,ED3_4,M,Y18-64,EL	12902 	12589 	13261 	13656 	14009 	14075 	14930 	14961 	13077 	10136 	9559 	9455 	9669 	9832 	9884 	10084 	10724 	11248 	10790 	11838 	12654 
A,MEI_E,PPS,ED3_4,M,Y18-64,ES	: 	14441 	14493 	15377 	15487 	18992 b	19196 	18442 	17877 	17115 	17304 	17012 	16905 	18089 	17976 	18166 	18273 	18774 	18150 	19341 	20737 
A,MEI_E,PPS,ED3_4,M,Y18-64,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18561 	19267 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18658 	19358 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18377 e	19105 e	19816 b	19864 	20465 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18561 	19267 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,FI	: 	14526 	15511 	15673 	16398 	17980 	18621 	18254 	19059 	19389 	20153 	20176 	20475 	21041 	21149 	21455 	22148 	21919 	21566 	22499 	23529 
A,MEI_E,PPS,ED3_4,M,Y18-64,FR	: 	16142 	16667 	17393 	16923 	20743 	20607 	20368 	20761 b	21156 	21173 	20621 	20947 	22067 	21810 	21381 	22102 	21318 b	21828 	22217 b	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	9217 	8580 	8345 	8623 	8872 	9474 	10049 	10475 	10984 	12030 	12431 	12584 	13996 	15071 b
A,MEI_E,PPS,ED3_4,M,Y18-64,HU	: 	: 	6236 	7369 	7175 	7265 	7540 	7361 	8098 	8544 	8062 	8606 	8664 	9291 	9337 	9786 	10511 	11149 	11382 	11491 	12456 
A,MEI_E,PPS,ED3_4,M,Y18-64,IE	17130 	17879 	18776 	21537 	22093 	22285 	21226 	20090 	18522 	17957 	18442 	18238 	18200 	19840 	20469 	21810 	21865 	21825 b	22171 	22006 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,IS	: 	19302 	20144 	22446 	24142 	25599 	25712 	20663 	20166 	20916 	22597 	23005 	23518 	25444 	25427 	26317 	26278 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,IT	: 	18021 	18217 	18271 	18854 	19553 	19672 	19405 	19914 	19723 	18710 	18483 	18661 	19696 	20262 	20437 	20236 	21007 	20618 	21805 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,LT	: 	: 	4633 	5519 	6853 	8114 	8764 	6910 	6805 	7797 	8468 	8967 	9803 	11230 	11120 	12181 	13428 	13910 	15631 	16193 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,LU	30120 	30108 	31753 	30410 	31180 	30528 	30866 	30579 	29974 	29791 	33324 	32354 	33518 	32102 b	34456 	30693 	32057 	30616 b	34467 b	32435 b	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,LV	: 	: 	5094 	6125 	7521 	9593 	9115 	7191 	7072 	7422 	7938 	9305 	9826 	10985 	11192 	11816 	12705 	12765 	14487 	14721 	14829 
A,MEI_E,PPS,ED3_4,M,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6340 	6147 	6375 	7058 	7351 	7404 	7542 	7855 	7279 	8131 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	4763 	4877 	4921 	5268 	5767 	6113 	6249 	6365 	6900 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,MT	: 	: 	16106 	16271 	15887 	17898 	18441 	17765 	18668 	19312 	20407 	20291 	21293 	21817 	22082 	22325 	23023 	23881 	24338 	25626 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,NL	: 	: 	17549 	18483 	19621 	21232 	21422 	20668 	20485 	21020 	20492 	19705 	20789 	22779 b	22849 	23115 	23226 	24483 	26163 	26775 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,NO	22565 	21313 	21561 	24353 	23051 	26073 	27319 	26175 	26619 	27703 	30135 	30189 	31146 	31506 	30135 	29010 	30025 	31102 	29542 b	31433 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,PL	: 	: 	5464 	5773 	6362 	7689 	8329 	8462 	9235 	9479 	10076 	10403 	10669 	11365 	11745 	12062 	13133 	14006 	14499 	15661 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,PT	: 	14331 	15066 	15038 	16022 	15312 	15220 	14262 	13977 	14121 	14008 	14054 	13827 	14317 	13765 	13626 	14210 	14870 	14631 	14783 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,RO	: 	: 	: 	: 	3508 	3853 	4213 	4177 	4223 	4293 	4545 	4610 	4891 	5447 	6029 	7435 	8638 	8929 	9700 	10950 	11983 
A,MEI_E,PPS,ED3_4,M,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5443 	5071 	5270 	5539 	5760 	5631 	6705 	7456 	7663 	8355 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,SE	: 	15555 	16107 	16638 	17599 	19322 b	20062 	19177 	19827 	21064 	22187 	21673 	23008 	24284 	23410 	23977 	23795 	23596 	24068 	24090 	27081 
A,MEI_E,PPS,ED3_4,M,Y18-64,SI	: 	: 	13021 	13526 	14094 	14844 	15572 	14293 	14796 	14842 	14611 	14796 	15459 	15525 	15638 	16156 	17651 	17835 	18255 	19554 	21291 
A,MEI_E,PPS,ED3_4,M,Y18-64,SK	: 	: 	4525 	5441 	6468 	7593 	8914 	9504 	10070 	10988 	10717 	11134 	11054 	11475 	10289 	10789 	11694 	11015 	10240 	10598 	11086 
A,MEI_E,PPS,ED3_4,M,Y18-64,TR	: 	: 	: 	6329 	6986 	7312 	7707 	7303 	7963 	8178 	8243 	8506 	8916 	10234 	10211 	9903 	9852 	9822 	9245 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,UK	: 	: 	21510 	21307 	22517 	22192 	20055 	19078 	18879 	18716 b	19310 	19725 	20874 	20032 	20864 b	21635 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5119 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4653 	4979 	5362 	5441 	5230 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,AT	17917 	19003 	19839 	19921 	20741 	22077 b	22171 	22786 	23786 	23622 	24125 	24519 	24748 	25422 	25648 	25610 	26259 	25378 	26067 	27210 	31011 
A,MEI_E,PPS,ED3_4,M,Y_GE18,BE	17589 	16537 	17216 	17491 	17944 	18571 	19290 	19309 	19721 	19781 	21333 	21034 	21370 	23189 	22004 	22574 	23753 b	23500 	23950 	25005 	26055 
A,MEI_E,PPS,ED3_4,M,Y_GE18,BG	: 	: 	: 	4001 	4288 	6515 	7281 	7306 	7236 	6880 	7301 	8296 	8796 	8608 b	9579 	9056 	10735 	11030 	11565 	12238 	13643 
A,MEI_E,PPS,ED3_4,M,Y_GE18,CH	: 	: 	: 	: 	24311 	24362 	25760 	24616 	25306 	25784 	27404 	28261 b	28790 	29674 	29171 	29258 	29866 	28980 	29034 	28456 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,CY	: 	: 	17112 	18783 	21670 	21508 b	21927 	20670 	22058 	22266 	20398 	19967 	17764 	18482 	18768 	19053 	20655 	20142 	20264 	21083 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,CZ	: 	: 	8954 	9438 	10234 	11142 	11560 	10915 	11264 	11458 	12089 	12347 	12954 	13931 	14077 	14677 	15371 	15648 	15348 	16844 	17915 
A,MEI_E,PPS,ED3_4,M,Y_GE18,DE	: 	: 	17966 	17806 	18586 	19333 	19045 	18684 	19651 	20814 	20846 	20443 	21243 	21924 	22020 	22619 	23401 	26028 b	25683 	24979 	25917 
A,MEI_E,PPS,ED3_4,M,Y_GE18,DK	17011 	16494 	16942 	17627 	18517 	19662 	18827 	18719 	20032 b	20749 	22133 	21310 	22087 	22473 	22149 	23613 	23710 	24226 	25472 	25187 	24911 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20816 	21328 	22125 b	22108 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20910 	21414 	22216 b	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20816 	21328 	22125 b	22108 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19234 	19595 	20458 	20424 	20638 	21156 	21946 	21892 	22233 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EE	: 	5230 	5777 	6894 	7948 	8600 	9274 	8357 	8397 	9300 	10157 	10851 b	12066 	13323 	13257 	14198 	14966 	15390 	16034 	18454 	16724 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EL	13000 	12672 	13332 	13759 	14172 	14285 	15127 	15081 	13120 	10429 	9745 	9664 	9925 	10121 	10106 	10267 	10876 	11445 	11021 	12010 	12804 
A,MEI_E,PPS,ED3_4,M,Y_GE18,ES	: 	14530 	14504 	15363 	15484 	19100 b	19312 	18579 	18098 	17362 	17386 	17232 	17177 	18405 	18221 	18447 	18559 	19026 	18853 	19833 	21409 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18595 	19182 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18692 	19274 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18421 e	19028 e	19662 b	19731 	20313 	: 
A,MEI_E,PPS,ED3_4,M,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18595 	19182 e	: 	: 	: 	: 
